district,season,crop,soil,area,rainfall,temperature,yield
Kancheepuram,Rabi,Sugarcane,Alluvial,11.62,142.0,22.5,3.12
Thanjavur,Kharif,Black Gram,Loamy,0.62,202.7,28.3,0.88
Madurai,Summer,Sugarcane,Alluvial,1.9,12.5,40.3,2.76
Salem,Kharif,Green Gram,Loamy,9.07,84.1,33.4,1.34
Madurai,Rabi,Sunflower,Black,5.84,72.9,34.0,0.92
Cuddalore,Rabi,Green Gram,Alluvial,9.99,118.6,18.4,0.61
Coimbatore,Kharif,Black Gram,Loamy,6.97,143.3,35.9,0.82
Trichy,Kharif,Turmeric,Loamy,1.46,73.9,30.1,4.51
Madurai,Kharif,Sugarcane,Alluvial,9.55,123.8,34.9,6.16
Tiruppur,Rabi,Green Gram,Loamy,1.34,68.4,36.6,0.99
Kancheepuram,Kharif,Chilli,Clay,7.75,71.1,39.1,2.03
Salem,Summer,Black Gram,Black,9.49,12.3,39.3,0.52
Vellore,Kharif,Maize,Red,10.1,80.3,23.2,3.85
Thoothukudi,Summer,Banana,Loamy,8.69,91.7,19.3,4.46
Cuddalore,Rabi,Sesame,Black,5.91,83.4,35.5,0.77
Erode,Summer,Cotton,Alluvial,11.12,16.8,38.1,1.05
Salem,Rabi,Sesame,Black,5.97,34.3,27.8,1.08
Thoothukudi,Summer,Soybean,Loamy,8.79,44.3,32.4,0.94
Madurai,Rabi,Ragi,Alluvial,8.88,50.5,22.0,2.48
Thanjavur,Kharif,Rice,Clay,7.57,303.4,39.3,3.68
Villupuram,Rabi,Maize,Alluvial,9.72,63.8,35.7,2.79
Tirunelveli,Rabi,Rice,Red,3.76,115.0,29.7,3.77
Coimbatore,Rabi,Soybean,Red,4.75,24.0,18.6,1.62
Trichy,Kharif,Sugarcane,Alluvial,1.2,180.9,27.8,6.62
Villupuram,Kharif,Maize,Loamy,8.77,90.6,20.7,2.74
Cuddalore,Kharif,Green Gram,Red,9.01,178.4,21.4,0.89
Madurai,Kharif,Groundnut,Black,3.72,128.4,20.5,1.46
Vellore,Summer,Sesame,Loamy,11.89,84.0,20.0,0.38
Dindigul,Rabi,Rice,Black,6.7,121.3,39.2,2.22
Coimbatore,Rabi,Banana,Alluvial,0.71,102.5,41.2,2.39
Kancheepuram,Summer,Maize,Black,10.42,40.9,34.9,2.48
Vellore,Summer,Soybean,Red,5.36,52.2,35.5,1.61
Thanjavur,Kharif,Green Gram,Red,10.28,267.9,30.1,0.86
Tiruppur,Summer,Cotton,Clay,2.2,38.3,35.9,0.85
Vellore,Kharif,Sunflower,Black,9.57,162.4,31.5,0.88
Namakkal,Rabi,Chilli,Alluvial,3.09,32.7,31.4,2.82
Erode,Summer,Groundnut,Loamy,6.7,89.4,34.7,1.52
Kancheepuram,Rabi,Coconut,Black,8.37,29.6,39.4,1.92
Kancheepuram,Kharif,Sunflower,Clay,8.47,188.8,20.9,0.93
Trichy,Kharif,Rice,Red,4.04,293.7,37.1,2.95
Thoothukudi,Rabi,Turmeric,Alluvial,1.85,118.0,34.0,2.69
Thoothukudi,Rabi,Cotton,Black,11.31,156.0,29.7,1.64
Thoothukudi,Kharif,Sugarcane,Black,7.4,261.0,25.5,6.58
Erode,Kharif,Soybean,Alluvial,1.83,136.1,37.3,0.99
Kancheepuram,Rabi,Ragi,Black,10.96,40.8,21.6,2.69
Tiruppur,Rabi,Rice,Loamy,0.59,35.0,21.2,2.99
Salem,Summer,Green Gram,Clay,4.37,59.7,29.7,1.06
Vellore,Summer,Groundnut,Black,6.97,63.1,19.1,2.03
Trichy,Summer,Sunflower,Black,7.11,41.9,25.4,1.22
Cuddalore,Rabi,Sugarcane,Clay,8.13,63.9,27.9,5.26
Madurai,Kharif,Black Gram,Red,10.28,118.3,29.5,1.45
Thanjavur,Rabi,Millets,Alluvial,6.05,86.9,21.1,1.27
Vellore,Kharif,Black Gram,Black,1.35,278.2,33.4,1.13
Vellore,Rabi,Maize,Red,9.52,64.5,23.3,3.59
Salem,Rabi,Green Gram,Black,5.12,69.8,32.5,0.91
Tiruppur,Kharif,Green Gram,Clay,4.01,235.4,19.4,0.43
Tiruppur,Summer,Banana,Black,0.81,19.8,33.1,4.14
Namakkal,Rabi,Coconut,Red,4.43,157.3,19.1,2.85
Vellore,Summer,Millets,Loamy,7.73,67.0,20.5,1.04
Cuddalore,Summer,Coconut,Red,5.8,45.0,37.7,2.2
Tirunelveli,Summer,Green Gram,Alluvial,9.19,77.4,24.4,0.91
Tirunelveli,Kharif,Sunflower,Clay,1.93,180.8,35.8,0.82
Salem,Rabi,Green Gram,Red,6.69,145.8,18.7,0.84
Cuddalore,Kharif,Coconut,Loamy,9.52,310.2,37.8,2.88
Thoothukudi,Rabi,Groundnut,Loamy,8.67,146.3,25.4,1.86
Coimbatore,Rabi,Groundnut,Clay,9.6,65.6,31.4,1.94
Tiruppur,Kharif,Sugarcane,Red,9.49,218.5,38.6,5.79
Dindigul,Rabi,Green Gram,Red,9.98,126.7,30.3,1.22
Kancheepuram,Rabi,Soybean,Black,9.7,64.5,19.9,1.55
Kancheepuram,Summer,Soybean,Clay,2.09,45.8,39.1,0.52
Madurai,Kharif,Banana,Loamy,4.17,160.8,33.2,5.0
Salem,Kharif,Coconut,Clay,8.22,289.4,37.1,2.78
Dindigul,Summer,Banana,Loamy,3.74,65.6,30.3,3.73
Villupuram,Summer,Ragi,Loamy,11.37,67.7,29.0,1.76
Tirunelveli,Summer,Soybean,Red,5.36,87.6,34.3,1.23
Thoothukudi,Kharif,Sesame,Clay,9.02,152.7,34.1,0.62
Tirunelveli,Kharif,Sunflower,Clay,4.93,129.6,32.6,0.79
Coimbatore,Kharif,Sugarcane,Clay,5.09,138.4,35.9,6.14
Tiruppur,Kharif,Ragi,Loamy,2.66,217.9,36.9,0.93
Trichy,Kharif,Sugarcane,Alluvial,11.52,80.0,22.0,3.56
Coimbatore,Rabi,Sesame,Clay,0.53,25.5,33.1,0.48
Cuddalore,Kharif,Ragi,Black,3.83,128.9,39.4,1.67
Thanjavur,Summer,Millets,Loamy,5.99,93.1,23.6,0.84
Salem,Summer,Rice,Clay,9.63,106.0,35.7,2.28
Madurai,Rabi,Banana,Clay,6.89,103.1,36.2,2.81
Cuddalore,Summer,Sesame,Alluvial,10.89,84.3,39.8,0.15
Salem,Summer,Sesame,Clay,6.65,78.1,41.5,0.15
Madurai,Rabi,Turmeric,Alluvial,10.14,124.8,41.8,2.32
Namakkal,Summer,Sunflower,Clay,1.68,53.0,35.8,0.55
Vellore,Summer,Black Gram,Black,8.14,61.4,32.7,1.09
Namakkal,Kharif,Turmeric,Alluvial,1.77,146.1,23.9,4.77
Cuddalore,Rabi,Cotton,Red,3.25,42.8,20.6,0.98
Vellore,Rabi,Cotton,Black,9.05,76.1,19.3,1.42
Trichy,Summer,Cotton,Alluvial,9.13,32.9,35.6,0.87
Erode,Kharif,Cotton,Alluvial,10.54,73.4,41.5,0.98
Villupuram,Kharif,Groundnut,Black,5.93,245.3,22.8,1.69
Madurai,Summer,Turmeric,Black,3.73,22.4,22.6,3.6
Kancheepuram,Summer,Sugarcane,Loamy,1.68,64.3,31.2,5.95
Kancheepuram,Kharif,Cotton,Alluvial,7.0,239.6,38.7,0.57
Tiruppur,Kharif,Ragi,Black,0.83,130.4,40.0,1.36
Tirunelveli,Kharif,Cotton,Alluvial,11.75,233.3,19.6,0.33
Thanjavur,Rabi,Black Gram,Loamy,5.96,74.7,19.4,0.77
Tiruppur,Kharif,Green Gram,Loamy,7.42,272.3,35.3,0.72
Thoothukudi,Rabi,Sunflower,Clay,6.3,119.3,32.5,0.83
Tirunelveli,Kharif,Sugarcane,Red,6.79,216.6,20.2,5.53
Dindigul,Rabi,Sesame,Clay,3.63,61.2,19.0,0.64
Namakkal,Rabi,Soybean,Black,8.72,59.7,22.0,1.57
Villupuram,Rabi,Black Gram,Clay,10.5,84.4,30.7,1.16
Villupuram,Rabi,Groundnut,Clay,5.61,51.4,27.1,2.04
Villupuram,Summer,Rice,Red,5.73,41.5,25.8,3.46
Salem,Summer,Millets,Red,10.76,34.6,40.4,1.2
Villupuram,Rabi,Millets,Red,0.72,84.4,32.8,1.64
Tiruppur,Rabi,Soybean,Red,6.59,79.9,29.6,1.69
Cuddalore,Summer,Cotton,Clay,6.97,49.0,32.6,1.26
Cuddalore,Kharif,Maize,Loamy,8.96,158.9,25.5,3.35
Kancheepuram,Kharif,Groundnut,Red,11.65,191.7,31.9,1.57
Coimbatore,Summer,Sugarcane,Loamy,10.42,67.7,23.1,4.03
Cuddalore,Rabi,Rice,Loamy,0.91,29.6,33.1,2.84
Coimbatore,Kharif,Turmeric,Alluvial,1.72,317.5,34.8,3.69
Coimbatore,Rabi,Cotton,Loamy,11.88,153.2,38.8,0.82
Namakkal,Rabi,Banana,Alluvial,7.96,89.7,41.5,2.83
Tirunelveli,Rabi,Sugarcane,Alluvial,11.66,92.5,33.8,5.0
Dindigul,Summer,Cotton,Red,8.94,39.4,22.7,2.34
Kancheepuram,Kharif,Banana,Loamy,7.51,271.5,24.0,5.67
Erode,Kharif,Black Gram,Clay,3.16,259.3,21.1,0.45
Namakkal,Kharif,Turmeric,Red,4.97,268.6,34.6,3.86
Salem,Summer,Banana,Red,4.26,92.5,29.6,5.25
Madurai,Summer,Chilli,Clay,1.35,63.5,18.4,2.31
Kancheepuram,Rabi,Coconut,Loamy,9.12,116.6,29.3,3.15
Thanjavur,Kharif,Rice,Clay,9.09,105.7,27.1,4.22
Namakkal,Kharif,Rice,Clay,4.15,150.7,40.4,2.76
Thanjavur,Summer,Groundnut,Alluvial,8.87,70.9,29.1,2.0
Cuddalore,Summer,Turmeric,Loamy,10.94,24.9,23.8,4.32
Vellore,Summer,Turmeric,Red,11.92,21.0,33.4,2.46
Erode,Summer,Banana,Loamy,9.69,84.6,18.5,3.57
Coimbatore,Rabi,Black Gram,Alluvial,4.41,108.3,27.1,1.49
Namakkal,Summer,Banana,Alluvial,10.92,75.8,20.4,3.76
Villupuram,Summer,Coconut,Black,9.36,43.7,24.9,2.87
Villupuram,Summer,Ragi,Alluvial,1.65,31.5,24.5,1.52
Coimbatore,Summer,Turmeric,Loamy,5.43,76.2,26.7,5.02
Coimbatore,Summer,Sugarcane,Red,11.13,102.0,38.4,4.66
Tirunelveli,Rabi,Turmeric,Alluvial,5.56,41.0,26.9,3.46
Namakkal,Kharif,Maize,Alluvial,2.33,302.5,24.6,2.02
Kancheepuram,Kharif,Maize,Red,7.07,314.6,30.7,2.29
Madurai,Rabi,Black Gram,Alluvial,3.78,52.5,36.4,1.3
Salem,Kharif,Turmeric,Loamy,1.75,96.1,40.3,3.35
Coimbatore,Rabi,Sunflower,Loamy,10.33,112.5,26.0,1.29
Kancheepuram,Rabi,Sesame,Loamy,4.0,87.4,36.1,0.44
Tirunelveli,Summer,Turmeric,Loamy,2.82,29.9,27.9,3.36
Namakkal,Summer,Sesame,Loamy,4.05,48.4,30.8,0.41
Dindigul,Kharif,Sunflower,Black,10.46,254.2,24.8,0.93
Trichy,Summer,Millets,Black,1.11,86.0,35.2,1.2
Erode,Summer,Maize,Red,3.52,107.5,33.1,3.6
Vellore,Kharif,Soybean,Black,5.62,105.0,41.4,2.05
Tiruppur,Summer,Ragi,Black,10.46,45.9,25.9,1.72
Dindigul,Summer,Millets,Alluvial,4.65,10.5,39.0,0.96
Kancheepuram,Kharif,Ragi,Black,5.88,305.8,20.5,1.76
Madurai,Summer,Sunflower,Clay,11.82,56.5,40.5,0.24
Kancheepuram,Rabi,Cotton,Red,6.21,125.2,40.3,0.97
Tiruppur,Summer,Cotton,Alluvial,1.87,58.9,29.9,1.77
Trichy,Kharif,Sesame,Black,2.83,275.4,37.3,0.43
Erode,Summer,Turmeric,Red,2.5,74.4,40.8,1.91
Cuddalore,Rabi,Sesame,Loamy,1.57,40.6,34.6,0.67
Villupuram,Kharif,Soybean,Black,5.42,177.8,18.1,1.24
Namakkal,Summer,Banana,Red,5.73,84.9,23.8,5.07
Namakkal,Summer,Turmeric,Clay,5.52,71.2,35.6,2.62
Dindigul,Kharif,Coconut,Alluvial,3.31,225.7,41.0,2.62
Erode,Summer,Banana,Red,9.8,97.1,33.3,2.83
Madurai,Rabi,Chilli,Clay,0.64,37.0,24.1,2.64
Trichy,Summer,Green Gram,Loamy,10.95,40.6,18.7,0.62
Tirunelveli,Kharif,Groundnut,Loamy,9.18,147.4,37.9,1.85
Coimbatore,Summer,Soybean,Loamy,2.91,16.8,20.6,1.19
Madurai,Kharif,Black Gram,Black,2.71,162.1,31.5,1.07
Thanjavur,Rabi,Sugarcane,Alluvial,6.33,65.3,18.1,3.79
Vellore,Kharif,Green Gram,Loamy,8.0,267.9,22.3,0.66
Coimbatore,Rabi,Sugarcane,Alluvial,11.87,98.5,29.0,6.05
Thanjavur,Kharif,Black Gram,Black,7.41,238.3,28.4,1.02
Tirunelveli,Rabi,Black Gram,Red,1.97,110.4,39.4,1.26
Tirunelveli,Summer,Banana,Alluvial,3.78,15.1,30.4,3.7
Dindigul,Summer,Sunflower,Black,6.12,103.6,35.6,0.69
Villupuram,Rabi,Rice,Alluvial,11.51,22.1,40.5,2.44
Salem,Kharif,Sugarcane,Red,9.29,188.2,41.3,4.43
Dindigul,Kharif,Soybean,Clay,1.19,86.0,19.7,2.02
Vellore,Kharif,Soybean,Black,1.11,234.2,18.5,1.45
Kancheepuram,Rabi,Soybean,Alluvial,3.33,136.9,29.9,1.04
Salem,Summer,Sugarcane,Red,6.55,67.1,28.0,5.83
Thanjavur,Summer,Sugarcane,Red,2.16,98.5,33.8,5.42
Tirunelveli,Rabi,Turmeric,Alluvial,7.03,136.8,20.7,3.85
Coimbatore,Rabi,Ragi,Black,3.89,93.0,27.1,2.09
Madurai,Kharif,Coconut,Loamy,9.66,140.8,30.2,3.32
Trichy,Rabi,Cotton,Red,11.59,54.6,24.5,1.69
Coimbatore,Kharif,Maize,Loamy,11.16,285.9,37.7,0.95
Madurai,Rabi,Coconut,Alluvial,3.43,113.8,26.6,4.11
Trichy,Rabi,Sunflower,Loamy,2.31,111.5,34.4,0.93
Trichy,Rabi,Millets,Red,2.99,46.6,30.2,2.28
Thoothukudi,Rabi,Banana,Clay,7.27,76.7,38.4,2.37
Kancheepuram,Summer,Maize,Alluvial,4.97,28.0,25.7,3.54
Madurai,Rabi,Coconut,Black,3.79,84.3,24.1,2.57
Coimbatore,Rabi,Cotton,Black,8.9,59.2,24.1,1.81
Vellore,Summer,Cotton,Black,5.33,25.3,41.8,1.09
Tirunelveli,Kharif,Millets,Loamy,9.9,151.8,28.1,0.79
Madurai,Summer,Banana,Loamy,1.43,78.8,29.5,4.55
Tiruppur,Summer,Millets,Red,8.22,20.0,19.1,0.63
Kancheepuram,Rabi,Rice,Clay,8.44,84.0,25.3,4.72
Salem,Kharif,Sunflower,Alluvial,9.07,156.1,41.2,1.22
Erode,Rabi,Cotton,Red,6.77,152.8,21.5,1.29
Erode,Rabi,Sesame,Clay,2.82,25.2,21.9,0.36
Thoothukudi,Rabi,Cotton,Red,6.05,93.3,40.9,1.22
Namakkal,Summer,Black Gram,Red,9.1,30.8,38.6,0.79
Tirunelveli,Summer,Black Gram,Loamy,5.84,104.9,37.2,1.03
Villupuram,Summer,Ragi,Clay,1.11,15.8,21.9,1.87
Thoothukudi,Kharif,Rice,Alluvial,11.24,247.5,22.6,4.2
Coimbatore,Summer,Banana,Red,4.16,87.1,39.9,2.32
Thoothukudi,Kharif,Groundnut,Clay,8.54,157.7,36.2,1.2
Cuddalore,Kharif,Black Gram,Alluvial,9.36,239.4,28.5,1.01
Villupuram,Rabi,Green Gram,Clay,4.93,63.5,21.2,0.9
Erode,Rabi,Sunflower,Alluvial,3.29,50.7,25.2,1.75
Kancheepuram,Kharif,Banana,Red,9.76,265.7,30.9,4.11
Erode,Summer,Green Gram,Alluvial,11.87,19.5,22.9,0.65
Namakkal,Kharif,Chilli,Loamy,10.97,234.0,33.9,1.15
Thoothukudi,Summer,Coconut,Clay,7.02,78.9,38.8,1.89
Tirunelveli,Summer,Black Gram,Clay,1.85,76.6,19.3,0.59
Madurai,Rabi,Chilli,Black,10.39,124.9,21.1,2.63
Trichy,Kharif,Sunflower,Red,3.88,112.3,20.4,1.7
Thoothukudi,Rabi,Sugarcane,Loamy,3.08,152.7,40.2,3.74
Thanjavur,Rabi,Turmeric,Clay,1.64,118.3,20.1,3.86
Kancheepuram,Rabi,Turmeric,Loamy,0.89,125.6,22.7,4.51
Trichy,Summer,Millets,Clay,5.51,107.1,23.7,0.74
Erode,Rabi,Sesame,Red,2.57,74.5,28.3,1.11
Thanjavur,Rabi,Soybean,Black,5.7,44.7,26.7,1.97
Namakkal,Summer,Soybean,Loamy,9.47,92.4,28.7,1.57
Thoothukudi,Rabi,Rice,Black,7.48,69.3,33.3,2.96
Thanjavur,Summer,Chilli,Loamy,6.54,98.9,18.2,1.96
Villupuram,Kharif,Turmeric,Black,11.66,195.4,37.3,2.67
Vellore,Summer,Sunflower,Black,7.4,89.2,35.7,0.86
Tirunelveli,Rabi,Sugarcane,Clay,10.55,38.7,22.2,3.85
Tirunelveli,Rabi,Turmeric,Black,6.83,152.9,23.1,4.18
Namakkal,Summer,Black Gram,Loamy,4.36,81.0,25.3,0.82
Trichy,Kharif,Maize,Clay,3.45,248.2,18.6,1.66
Tirunelveli,Rabi,Groundnut,Alluvial,10.21,156.0,20.7,1.68
Villupuram,Summer,Sesame,Black,7.12,50.1,28.2,0.82
Salem,Rabi,Sugarcane,Black,0.76,95.4,28.7,4.84
Trichy,Summer,Soybean,Clay,8.39,89.6,41.2,0.8
Kancheepuram,Rabi,Coconut,Red,0.62,140.4,36.2,2.95
Thanjavur,Summer,Coconut,Clay,2.52,55.7,23.2,2.92
Thoothukudi,Kharif,Rice,Black,4.86,316.2,24.4,3.7
Salem,Kharif,Green Gram,Red,10.82,319.0,30.1,0.94
Namakkal,Kharif,Chilli,Black,0.54,195.7,35.4,1.59
Dindigul,Kharif,Ragi,Alluvial,6.16,98.7,23.6,1.89
Cuddalore,Rabi,Sesame,Black,10.3,139.3,32.1,0.79
Namakkal,Summer,Rice,Alluvial,9.84,65.6,32.1,3.35
Tirunelveli,Summer,Rice,Loamy,11.01,93.0,24.2,3.68
Namakkal,Kharif,Coconut,Loamy,2.67,69.8,19.1,2.75
Dindigul,Kharif,Millets,Loamy,10.32,233.2,27.0,0.58
Coimbatore,Kharif,Ragi,Alluvial,4.52,102.0,21.9,2.69
Coimbatore,Rabi,Sesame,Loamy,11.63,80.0,21.0,0.62
Madurai,Kharif,Chilli,Black,8.32,314.5,24.4,1.74
Vellore,Rabi,Maize,Loamy,6.05,91.2,40.1,1.93
Kancheepuram,Kharif,Sugarcane,Black,6.3,179.8,28.8,6.25
Namakkal,Rabi,Banana,Loamy,4.79,20.4,29.6,3.98
Tiruppur,Summer,Rice,Loamy,11.86,69.5,40.8,2.12
Cuddalore,Summer,Black Gram,Loamy,7.33,12.5,35.3,0.26
Madurai,Summer,Sesame,Clay,11.49,20.4,39.9,0.22
Vellore,Rabi,Sunflower,Red,7.34,110.1,24.4,1.42
Trichy,Rabi,Sesame,Clay,1.32,136.2,34.0,0.45
Thoothukudi,Rabi,Sugarcane,Loamy,5.6,38.2,29.3,5.41
Vellore,Summer,Banana,Alluvial,3.01,35.1,26.3,3.93
Dindigul,Summer,Groundnut,Clay,4.83,53.0,23.3,1.81
Madurai,Rabi,Rice,Alluvial,11.63,117.8,27.4,4.21
Dindigul,Kharif,Soybean,Alluvial,7.32,270.2,37.4,0.51
Namakkal,Kharif,Coconut,Black,4.64,308.6,36.0,2.62
Namakkal,Kharif,Soybean,Loamy,8.0,274.3,28.0,1.0
Kancheepuram,Kharif,Turmeric,Alluvial,1.07,229.8,39.4,2.04
Cuddalore,Summer,Ragi,Alluvial,2.74,77.3,18.5,1.72
Tirunelveli,Rabi,Maize,Alluvial,6.8,72.3,20.6,2.77
Tirunelveli,Summer,Groundnut,Black,7.29,26.7,20.4,1.33
Namakkal,Summer,Cotton,Red,9.17,30.7,33.8,1.4
Dindigul,Rabi,Turmeric,Loamy,3.31,89.2,32.7,3.54
Tiruppur,Summer,Black Gram,Alluvial,6.72,96.5,40.4,0.69
Erode,Summer,Coconut,Red,8.07,67.1,27.1,3.36
Villupuram,Kharif,Maize,Loamy,9.74,245.6,33.7,2.38
Erode,Summer,Groundnut,Alluvial,0.83,12.6,18.7,1.41
Thoothukudi,Rabi,Banana,Red,4.69,74.7,26.3,4.12
Thoothukudi,Rabi,Turmeric,Black,6.01,73.8,32.2,2.96
Salem,Summer,Millets,Loamy,9.96,94.6,27.0,1.4
Tiruppur,Rabi,Sunflower,Black,11.46,159.7,33.2,0.84
Salem,Kharif,Groundnut,Loamy,7.28,215.6,25.2,1.84
Namakkal,Rabi,Sugarcane,Clay,4.89,96.3,33.9,5.19
Dindigul,Summer,Black Gram,Alluvial,10.5,41.0,20.6,0.68
Tiruppur,Rabi,Green Gram,Clay,3.44,84.3,23.3,0.96
Kancheepuram,Summer,Rice,Black,2.39,95.4,28.6,3.71
Salem,Summer,Rice,Alluvial,2.84,73.4,24.3,3.19
Villupuram,Summer,Rice,Alluvial,11.3,21.5,41.3,1.8
Kancheepuram,Rabi,Coconut,Black,3.18,44.4,25.7,3.41
Vellore,Rabi,Banana,Red,11.24,141.6,29.5,5.28
Salem,Kharif,Sugarcane,Loamy,7.24,188.2,36.1,5.13
Salem,Summer,Cotton,Clay,2.11,92.0,38.2,1.12
Kancheepuram,Rabi,Sugarcane,Loamy,6.34,85.0,33.0,4.68
Coimbatore,Summer,Coconut,Loamy,6.91,31.2,21.5,3.15
Tiruppur,Summer,Sesame,Clay,4.93,96.1,29.5,0.57
Trichy,Rabi,Groundnut,Black,11.39,90.8,23.4,2.25
Tiruppur,Rabi,Soybean,Red,1.42,136.4,29.0,1.67
Kancheepuram,Rabi,Coconut,Loamy,8.28,80.8,24.4,2.85
Vellore,Summer,Rice,Loamy,5.19,12.6,26.5,3.56
Tirunelveli,Summer,Soybean,Alluvial,7.85,58.8,38.1,0.87
Cuddalore,Rabi,Sesame,Red,7.2,39.6,18.5,0.89
Coimbatore,Kharif,Turmeric,Clay,6.84,262.6,23.6,5.32
Trichy,Kharif,Maize,Clay,9.58,159.1,32.1,2.98
Cuddalore,Rabi,Ragi,Clay,0.58,27.0,21.4,2.16
Thanjavur,Kharif,Coconut,Black,6.08,307.7,29.6,3.0
Villupuram,Summer,Sesame,Loamy,11.68,74.4,25.9,0.49
Tiruppur,Kharif,Soybean,Black,2.82,229.1,23.6,1.83
Namakkal,Summer,Groundnut,Alluvial,1.02,94.7,22.3,2.18
Vellore,Kharif,Sunflower,Clay,5.6,111.7,27.5,1.23
Kancheepuram,Rabi,Green Gram,Alluvial,7.41,133.5,19.4,0.38
Tiruppur,Summer,Rice,Alluvial,11.67,96.1,18.3,2.18
Tiruppur,Rabi,Sunflower,Alluvial,2.84,97.2,36.5,0.95
Thanjavur,Kharif,Millets,Clay,8.65,155.1,26.6,1.23
Cuddalore,Summer,Sesame,Alluvial,8.31,43.9,26.6,0.67
Salem,Rabi,Cotton,Black,8.26,55.0,35.9,1.28
Vellore,Kharif,Maize,Alluvial,3.35,84.2,34.2,2.8
Erode,Rabi,Sunflower,Alluvial,11.17,73.9,21.7,1.7
Tiruppur,Summer,Sunflower,Loamy,2.22,96.4,20.8,1.29
Coimbatore,Kharif,Turmeric,Red,10.84,135.9,20.6,4.65
Vellore,Kharif,Sesame,Loamy,5.31,254.0,22.5,0.31
Salem,Kharif,Rice,Alluvial,9.15,270.3,19.5,3.6
Tirunelveli,Rabi,Black Gram,Loamy,10.0,135.2,30.4,0.95
Salem,Summer,Sesame,Loamy,5.68,71.1,25.6,0.6
Villupuram,Summer,Banana,Black,10.4,16.8,30.3,3.87
Tiruppur,Kharif,Rice,Alluvial,5.28,310.0,20.8,3.16
Tirunelveli,Rabi,Sunflower,Alluvial,9.0,139.3,33.6,1.16
Madurai,Summer,Rice,Black,9.63,60.9,20.9,2.98
Thanjavur,Rabi,Sunflower,Clay,11.53,147.5,20.5,1.22
Trichy,Summer,Banana,Red,9.64,60.4,25.0,4.79
Thanjavur,Kharif,Cotton,Red,1.9,226.8,39.8,1.11
Madurai,Kharif,Chilli,Alluvial,5.37,175.6,28.2,2.62
Namakkal,Summer,Millets,Loamy,10.45,89.1,34.5,0.99
Vellore,Summer,Millets,Alluvial,6.35,61.7,29.2,1.47
Trichy,Rabi,Cotton,Black,0.82,84.0,31.5,1.72
Villupuram,Summer,Black Gram,Clay,11.54,77.5,30.5,0.94
Vellore,Rabi,Black Gram,Alluvial,0.91,133.8,18.7,1.07
Namakkal,Summer,Sunflower,Loamy,11.52,52.4,34.9,0.91
Kancheepuram,Summer,Green Gram,Clay,4.69,81.1,34.8,0.95
Thanjavur,Rabi,Turmeric,Clay,7.7,115.2,28.6,3.53
Dindigul,Kharif,Rice,Alluvial,6.43,224.6,26.0,4.51
Tirunelveli,Rabi,Groundnut,Black,2.23,29.4,41.4,1.42
Tiruppur,Kharif,Maize,Black,7.41,62.2,24.1,3.91
Cuddalore,Summer,Banana,Red,11.15,59.0,41.8,2.85
Erode,Rabi,Groundnut,Black,7.05,142.6,40.7,1.1
Tiruppur,Kharif,Ragi,Red,1.6,203.1,24.4,1.79
Villupuram,Summer,Ragi,Red,1.54,96.3,28.7,1.99
Thanjavur,Rabi,Cotton,Red,3.89,90.2,31.1,2.13
Tiruppur,Rabi,Soybean,Black,8.36,31.1,28.9,1.22
Kancheepuram,Rabi,Sugarcane,Alluvial,6.09,113.2,30.7,6.45
Erode,Summer,Chilli,Loamy,5.11,101.5,31.6,1.79
Namakkal,Rabi,Sugarcane,Black,2.16,37.8,35.1,4.22
Erode,Summer,Turmeric,Clay,9.58,42.0,32.1,2.99
Trichy,Kharif,Groundnut,Black,11.43,126.8,33.7,1.32
Madurai,Summer,Banana,Black,11.33,70.7,30.1,5.21
Trichy,Rabi,Green Gram,Clay,6.47,106.3,37.3,1.08
Namakkal,Kharif,Turmeric,Alluvial,2.02,104.6,22.1,4.27
Tiruppur,Summer,Sesame,Red,3.28,37.4,28.1,0.71
Villupuram,Summer,Millets,Black,11.7,22.4,26.4,1.61
Namakkal,Rabi,Rice,Loamy,0.62,152.7,20.1,3.78
Trichy,Summer,Coconut,Red,9.87,95.5,31.8,3.51
Namakkal,Summer,Coconut,Clay,11.11,102.3,41.6,1.94
Kancheepuram,Rabi,Turmeric,Clay,10.58,103.9,18.6,2.93
Tirunelveli,Rabi,Black Gram,Clay,4.46,158.2,31.3,0.75
Coimbatore,Summer,Turmeric,Red,7.57,104.5,26.5,4.26
Tiruppur,Kharif,Chilli,Clay,9.18,165.1,40.2,2.0
Thanjavur,Rabi,Turmeric,Clay,11.88,21.1,37.3,2.32
Trichy,Rabi,Chilli,Red,3.2,133.6,20.5,1.89
Villupuram,Rabi,Turmeric,Clay,11.15,76.6,31.1,2.6
Salem,Summer,Ragi,Black,10.31,108.5,25.4,2.2
Villupuram,Rabi,Soybean,Red,1.96,155.5,40.5,1.04
Coimbatore,Summer,Soybean,Alluvial,10.34,88.5,29.5,1.69
Cuddalore,Kharif,Cotton,Black,7.39,241.1,21.1,1.65
Kancheepuram,Summer,Banana,Red,5.54,46.7,34.8,3.42
Trichy,Kharif,Groundnut,Loamy,10.57,199.4,36.7,0.81
Kancheepuram,Summer,Banana,Alluvial,1.61,57.2,22.7,3.07
Coimbatore,Summer,Banana,Clay,11.91,68.3,22.0,4.43
Kancheepuram,Summer,Green Gram,Alluvial,8.03,40.7,30.9,1.09
Thanjavur,Kharif,Soybean,Red,3.25,113.9,20.6,2.21
